Index,Timestamp,Water system name,Sample name,Sampling date,File name,Simulation time,River inflow [L/time],Lake volume [L],Evaporation volume [L/time],Time unit,Minerals,Monohydrocalcite_suppression,MSH075KF_suppression,AMC_TK_suppression,Gypsum_suppression,Monohydrocalcite initial mol,AMC_TK initial mol,MSH075KF initial mol,Gypsum initial mol,MHC log_k,AMC log_k,MSH log_k,CO2(g) fugacity
Temp,20250710_0748,Boon Tsagaan Lake,BD_01,2024-06-15,Evap_sim_BD_01(2024-06-15)_20250710_0748.csv,1000,260000000000.0,2335000000000.0,260000000000.0,years,"Monohydrocalcite, AMC_TK, MSH075KF, Gypsum",False,False,False,False,0,0,0,0,3.1488,4.7388,6.841,-3.2463087496876506
